maximum overal iterations;1;2
maximum overal iterations;2;2
maximum overal iterations;3;2
maximum overal iterations;4;2
maximum overal iterations;5;2
maximum overal iterations;6;2
maximum overal iterations;7;2
maximum overal iterations;8;2
maximum overal iterations;9;2
maximum overal iterations;10;2
maximum overal iterations;11;2
maximum overal iterations;12;2
maximum overal iterations;13;2
maximum overal iterations;14;2
maximum overal iterations;15;2
maximum overal iterations;16;2
maximum overal iterations;17;2
maximum overal iterations;18;2
maximum overal iterations;19;2
maximum overal iterations;20;2
maximum overal iterations;21;2
maximum overal iterations;22;2
maximum overal iterations;23;2
maximum overal iterations;24;2
maximum overal iterations;25;2
maximum iterations in the kMeans loop in the Improve-Parameter part;1;2
maximum iterations in the kMeans loop in the Improve-Parameter part;6;2
maximum iterations in the kMeans loop in the Improve-Parameter part;11;2
maximum iterations in the kMeans loop in the Improve-Parameter part;16;2
maximum iterations in the kMeans loop in the Improve-Parameter part;21;2
maximum iterations in the kMeans loop in the Improve-Parameter part;26;2
maximum iterations in the kMeans loop in the Improve-Parameter part;31;2
maximum iterations in the kMeans loop in the Improve-Parameter part;36;2
maximum iterations in the kMeans loop in the Improve-Parameter part;41;2
maximum iterations in the kMeans loop in the Improve-Parameter part;46;2
maximum iterations in the kMeans loop in the Improve-Parameter part;51;2
maximum iterations in the kMeans loop in the Improve-Parameter part;56;2
maximum iterations in the kMeans loop in the Improve-Parameter part;61;2
maximum iterations in the kMeans loop in the Improve-Parameter part;66;2
maximum iterations in the kMeans loop in the Improve-Parameter part;71;2
maximum iterations in the kMeans loop in the Improve-Parameter part;76;2
maximum iterations in the kMeans loop in the Improve-Parameter part;81;2
maximum iterations in the kMeans loop in the Improve-Parameter part;86;2
maximum iterations in the kMeans loop in the Improve-Parameter part;91;2
maximum iterations in the kMeans loop in the Improve-Parameter part;96;2
maximum iterations in the kMeans loop in the Improve-Parameter part;101;2
maximum iterations in the kMeans loop in the Improve-Parameter part;106;2
maximum iterations in the kMeans loop in the Improve-Parameter part;111;2
maximum iterations in the kMeans loop in the Improve-Parameter part;116;2
maximum iterations in the kMeans loop in the Improve-Parameter part;121;2
maximum iterations in the kMeans loop in the Improve-Parameter part;126;2
maximum iterations in the kMeans loop in the Improve-Parameter part;131;2
maximum iterations in the kMeans loop in the Improve-Parameter part;136;2
maximum iterations in the kMeans loop in the Improve-Parameter part;141;2
maximum iterations in the kMeans loop in the Improve-Parameter part;146;2
maximum iterations in the kMeans loop in the Improve-Parameter part;151;2
maximum iterations in the kMeans loop in the Improve-Parameter part;156;2
maximum iterations in the kMeans loop in the Improve-Parameter part;161;2
maximum iterations in the kMeans loop in the Improve-Parameter part;166;2
maximum iterations in the kMeans loop in the Improve-Parameter part;171;2
maximum iterations in the kMeans loop in the Improve-Parameter part;176;2
maximum iterations in the kMeans loop in the Improve-Parameter part;181;2
maximum iterations in the kMeans loop in the Improve-Parameter part;186;2
maximum iterations in the kMeans loop in the Improve-Parameter part;191;2
maximum iterations in the kMeans loop in the Improve-Parameter part;196;2
maximum iterations in the kMeans loop in the Improve-Parameter part;201;2
maximum iterations in the kMeans loop in the Improve-Parameter part;206;2
maximum iterations in the kMeans loop in the Improve-Parameter part;211;2
maximum iterations in the kMeans loop in the Improve-Parameter part;216;2
maximum iterations in the kMeans loop in the Improve-Parameter part;221;2
maximum iterations in the kMeans loop in the Improve-Parameter part;226;2
maximum iterations in the kMeans loop in the Improve-Parameter part;231;2
maximum iterations in the kMeans loop in the Improve-Parameter part;236;2
maximum iterations in the kMeans loop in the Improve-Parameter part;241;2
maximum iterations in the kMeans loop in the Improve-Parameter part;246;2
maximum iterations in the kMeans loop in the Improve-Parameter part;251;2
maximum iterations in the kMeans loop in the Improve-Parameter part;256;2
maximum iterations in the kMeans loop in the Improve-Parameter part;261;2
maximum iterations in the kMeans loop in the Improve-Parameter part;266;2
maximum iterations in the kMeans loop in the Improve-Parameter part;271;2
maximum iterations in the kMeans loop in the Improve-Parameter part;276;2
maximum iterations in the kMeans loop in the Improve-Parameter part;281;2
maximum iterations in the kMeans loop in the Improve-Parameter part;286;2
maximum iterations in the kMeans loop in the Improve-Parameter part;291;2
maximum iterations in the kMeans loop in the Improve-Parameter part;296;2
maximum iterations in the kMeans loop in the Improve-Parameter part;301;2
maximum iterations in the kMeans loop in the Improve-Parameter part;306;2
maximum iterations in the kMeans loop in the Improve-Parameter part;311;2
maximum iterations in the kMeans loop in the Improve-Parameter part;316;2
maximum iterations in the kMeans loop in the Improve-Parameter part;321;2
maximum iterations in the kMeans loop in the Improve-Parameter part;326;2
maximum iterations in the kMeans loop in the Improve-Parameter part;331;2
maximum iterations in the kMeans loop in the Improve-Parameter part;336;2
maximum iterations in the kMeans loop in the Improve-Parameter part;341;2
maximum iterations in the kMeans loop in the Improve-Parameter part;346;2
maximum iterations in the kMeans loop in the Improve-Parameter part;351;2
maximum iterations in the kMeans loop in the Improve-Parameter part;356;2
maximum iterations in the kMeans loop in the Improve-Parameter part;361;2
maximum iterations in the kMeans loop in the Improve-Parameter part;366;2
maximum iterations in the kMeans loop in the Improve-Parameter part;371;2
maximum iterations in the kMeans loop in the Improve-Parameter part;376;2
maximum iterations in the kMeans loop in the Improve-Parameter part;381;2
maximum iterations in the kMeans loop in the Improve-Parameter part;386;2
maximum iterations in the kMeans loop in the Improve-Parameter part;391;2
maximum iterations in the kMeans loop in the Improve-Parameter part;396;2
maximum iterations in the kMeans loop in the Improve-Parameter part;401;2
maximum iterations in the kMeans loop in the Improve-Parameter part;406;2
maximum iterations in the kMeans loop in the Improve-Parameter part;411;2
maximum iterations in the kMeans loop in the Improve-Parameter part;416;2
maximum iterations in the kMeans loop in the Improve-Parameter part;421;2
maximum iterations in the kMeans loop in the Improve-Parameter part;426;2
maximum iterations in the kMeans loop in the Improve-Parameter part;431;2
maximum iterations in the kMeans loop in the Improve-Parameter part;436;2
maximum iterations in the kMeans loop in the Improve-Parameter part;441;2
maximum iterations in the kMeans loop in the Improve-Parameter part;446;2
maximum iterations in the kMeans loop in the Improve-Parameter part;451;2
maximum iterations in the kMeans loop in the Improve-Parameter part;456;2
maximum iterations in the kMeans loop in the Improve-Parameter part;461;2
maximum iterations in the kMeans loop in the Improve-Parameter part;466;2
maximum iterations in the kMeans loop in the Improve-Parameter part;471;2
maximum iterations in the kMeans loop in the Improve-Parameter part;476;2
maximum iterations in the kMeans loop in the Improve-Parameter part;481;2
maximum iterations in the kMeans loop in the Improve-Parameter part;486;2
maximum iterations in the kMeans loop in the Improve-Parameter part;491;2
maximum iterations in the kMeans loop in the Improve-Parameter part;496;2
maximum iterations in the kMeans loop in the Improve-Parameter part;501;2
maximum iterations in the kMeans loop in the Improve-Parameter part;506;2
maximum iterations in the kMeans loop in the Improve-Parameter part;511;2
maximum iterations in the kMeans loop in the Improve-Parameter part;516;2
maximum iterations in the kMeans loop in the Improve-Parameter part;521;2
maximum iterations in the kMeans loop in the Improve-Parameter part;526;2
maximum iterations in the kMeans loop in the Improve-Parameter part;531;2
maximum iterations in the kMeans loop in the Improve-Parameter part;536;2
maximum iterations in the kMeans loop in the Improve-Parameter part;541;2
maximum iterations in the kMeans loop in the Improve-Parameter part;546;2
